img_name,attractionRating
./CFD/CFD_Images/WM-002/CFD-WM-002-007-HO.jpg, 0
./CFD/CFD_Images/WM-003/CFD-WM-003-002-N.jpg, 1
./CFD/CFD_Images/WM-004/CFD-WM-004-002-F.jpg, 1
./CFD/CFD_Images/WM-006/CFD-WM-006-002-N.jpg, 0
./CFD/CFD_Images/WM-009/CFD-WM-009-002-N.jpg, 1
./CFD/CFD_Images/WM-010/CFD-WM-010-001-N.jpg, 0
./CFD/CFD_Images/WM-011/CFD-WM-011-002-N.jpg, 0
./CFD/CFD_Images/WM-012/CFD-WM-012-001-N.jpg, 0
./CFD/CFD_Images/WM-013/CFD-WM-013-001-N.jpg, 0
./CFD/CFD_Images/WM-014/CFD-WM-014-002-N.jpg, 0
./CFD/CFD_Images/WM-015/CFD-WM-015-002-N.jpg, 0
./CFD/CFD_Images/WM-016/CFD-WM-016-001-N.jpg, 0
./CFD/CFD_Images/WM-017/CFD-WM-017-002-N.jpg, 0
./CFD/CFD_Images/WM-018/CFD-WM-018-002-N.jpg, 0
./CFD/CFD_Images/WM-019/CFD-WM-019-003-N.jpg, 0
./CFD/CFD_Images/WM-020/CFD-WM-020-001-N.jpg, 0
./CFD/CFD_Images/WM-021/CFD-WM-021-001-N.jpg, 0
./CFD/CFD_Images/WM-022/CFD-WM-022-001-N.jpg, 0
./CFD/CFD_Images/WM-023/CFD-WM-023-001-N.jpg, 0
./CFD/CFD_Images/WM-024/CFD-WM-024-003-HO.jpg, 0
./CFD/CFD_Images/WM-025/CFD-WM-025-002-N.jpg, 0
./CFD/CFD_Images/WM-026/CFD-WM-026-001-N.jpg, 0
./CFD/CFD_Images/WM-028/CFD-WM-028-003-N.jpg, 0
./CFD/CFD_Images/WM-029/CFD-WM-029-009-HC.jpg, 1
./CFD/CFD_Images/WM-031/CFD-WM-031-003-N.jpg, 0
./CFD/CFD_Images/WM-032/CFD-WM-032-001-N.jpg, 0
./CFD/CFD_Images/WM-033/CFD-WM-033-006-HC.jpg, 0
./CFD/CFD_Images/WM-034/CFD-WM-034-027-F.jpg, 0
./CFD/CFD_Images/WM-035/CFD-WM-035-018-A.jpg, 0
./CFD/CFD_Images/WM-036/CFD-WM-036-018-A.jpg, 0
./CFD/CFD_Images/WM-037/CFD-WM-037-025-N.jpg, 0
./CFD/CFD_Images/WM-038/CFD-WM-038-003-N.jpg, 0
./CFD/CFD_Images/WM-039/CFD-WM-039-004-HC.jpg, 0
./CFD/CFD_Images/WM-040/CFD-WM-040-007-A.jpg, 0
./CFD/CFD_Images/WM-041/CFD-WM-041-009-A.jpg, 0
./CFD/CFD_Images/WM-200/CFD-WM-200-034-N.jpg, 0
./CFD/CFD_Images/WM-201/CFD-WM-201-063-N.jpg, 0
./CFD/CFD_Images/WM-202/CFD-WM-202-107-N.jpg, 0
./CFD/CFD_Images/WM-203/CFD-WM-203-023-N.jpg, 1
./CFD/CFD_Images/WM-204/CFD-WM-204-031-N.jpg, 0
./CFD/CFD_Images/WM-205/CFD-WM-205-007-N.jpg, 0
./CFD/CFD_Images/WM-206/CFD-WM-206-045-N.jpg, 0
./CFD/CFD_Images/WM-207/CFD-WM-207-048-N.jpg, 1
./CFD/CFD_Images/WM-208/CFD-WM-208-068-N.jpg, 0
./CFD/CFD_Images/WM-209/CFD-WM-209-038-N.jpg, 0
./CFD/CFD_Images/WM-210/CFD-WM-210-057-N.jpg, 0
./CFD/CFD_Images/WM-211/CFD-WM-211-054-N.jpg, 0
./CFD/CFD_Images/WM-212/CFD-WM-212-097-N.jpg, 0
./CFD/CFD_Images/WM-213/CFD-WM-213-076-N.jpg, 0
./CFD/CFD_Images/WM-214/CFD-WM-214-026-N.jpg, 0
./CFD/CFD_Images/WM-215/CFD-WM-215-041-N.jpg, 0
./CFD/CFD_Images/WM-216/CFD-WM-216-061-N.jpg, 0
./CFD/CFD_Images/WM-217/CFD-WM-217-070-N.jpg, 0
./CFD/CFD_Images/WM-218/CFD-WM-218-074-N.jpg, 0
./CFD/CFD_Images/WM-200/CFD-WM-200-034-N.jpg, 0
./CFD/CFD_Images/WM-201/CFD-WM-201-063-N.jpg, 0
./CFD/CFD_Images/WM-202/CFD-WM-202-107-N.jpg, 0
./CFD/CFD_Images/WM-203/CFD-WM-203-023-N.jpg, 1
./CFD/CFD_Images/WM-204/CFD-WM-204-031-N.jpg, 0
./CFD/CFD_Images/WM-205/CFD-WM-205-007-N.jpg, 0
./CFD/CFD_Images/WM-206/CFD-WM-206-045-N.jpg, 0
./CFD/CFD_Images/WM-207/CFD-WM-207-048-N.jpg, 1
./CFD/CFD_Images/WM-208/CFD-WM-208-068-N.jpg, 0
./CFD/CFD_Images/WM-209/CFD-WM-209-038-N.jpg, 0
./CFD/CFD_Images/WM-210/CFD-WM-210-057-N.jpg, 0
./CFD/CFD_Images/WM-211/CFD-WM-211-054-N.jpg, 0
./CFD/CFD_Images/WM-212/CFD-WM-212-097-N.jpg, 0
./CFD/CFD_Images/WM-213/CFD-WM-213-076-N.jpg, 0
./CFD/CFD_Images/WM-214/CFD-WM-214-026-N.jpg, 0
./CFD/CFD_Images/WM-215/CFD-WM-215-041-N.jpg, 0
./CFD/CFD_Images/WM-216/CFD-WM-216-061-N.jpg, 0
./CFD/CFD_Images/WM-217/CFD-WM-217-070-N.jpg, 0
./CFD/CFD_Images/WM-218/CFD-WM-218-074-N.jpg, 0
./CFD/CFD_Images/AM-201/CFD-AM-201-076-N.jpg,0
./CFD/CFD_Images/AM-202/CFD-AM-202-079-N.jpg,0
./CFD/CFD_Images/AM-203/CFD-AM-203-086-N.jpg,0
./CFD/CFD_Images/AM-204/CFD-AM-204-122-N.jpg,0
./CFD/CFD_Images/AM-205/CFD-AM-205-153-N.jpg,0
./CFD/CFD_Images/AM-206/CFD-AM-206-086-N.jpg,0
./CFD/CFD_Images/AM-207/CFD-AM-207-108-N.jpg,0
./CFD/CFD_Images/AM-208/CFD-AM-208-143-N.jpg,0
./CFD/CFD_Images/AM-209/CFD-AM-209-048-N.jpg,0
./CFD/CFD_Images/AM-210/CFD-AM-210-035-N.jpg,0
./CFD/CFD_Images/AM-211/CFD-AM-211-052-N.jpg,0
./CFD/CFD_Images/AM-212/CFD-AM-212-050-N.jpg,0
./CFD/CFD_Images/AM-213/CFD-AM-213-056-N.jpg,0
./CFD/CFD_Images/AM-214/CFD-AM-214-168-N.jpg,1
./CFD/CFD_Images/AM-215/CFD-AM-215-120-N.jpg,0
./CFD/CFD_Images/AM-216/CFD-AM-216-114-N.jpg,0
./CFD/CFD_Images/AM-217/CFD-AM-217-085-N.jpg,0
./CFD/CFD_Images/AM-218/CFD-AM-218-085-N.jpg,0
./CFD/CFD_Images/AM-219/CFD-AM-219-101-N.jpg,0
./CFD/CFD_Images/AM-220/CFD-AM-220-134-N.jpg,0
./CFD/CFD_Images/AM-221/CFD-AM-221-184-N.jpg,0
./CFD/CFD_Images/AM-223/CFD-AM-223-138-N.jpg,0
./CFD/CFD_Images/AM-224/CFD-AM-224-126-N.jpg,0
./CFD/CFD_Images/AM-225/CFD-AM-225-102-N.jpg,0
./CFD/CFD_Images/AM-226/CFD-AM-226-234-N.jpg,0
./CFD/CFD_Images/AM-227/CFD-AM-227-184-N.jpg,0
./CFD/CFD_Images/AM-228/CFD-AM-228-214-N.jpg,0
./CFD/CFD_Images/AM-229/CFD-AM-229-224-N.jpg,0
./CFD/CFD_Images/AM-230/CFD-AM-230-150-N.jpg,0
./CFD/CFD_Images/AM-231/CFD-AM-231-136-N.jpg,0
./CFD/CFD_Images/AM-232/CFD-AM-232-251-N.jpg,0
./CFD/CFD_Images/AM-233/CFD-AM-233-236-N.jpg,0
./CFD/CFD_Images/AM-234/CFD-AM-234-355-N.jpg,0
./CFD/CFD_Images/AM-235/CFD-AM-235-241-N.jpg,0
./CFD/CFD_Images/AM-236/CFD-AM-236-090-N.jpg,0
./CFD/CFD_Images/AM-237/CFD-AM-237-154-N.jpg,0
./CFD/CFD_Images/AM-238/CFD-AM-238-269-N.jpg,0
